text_to_annotate,Hate_pos,Disagree
"free speech Twitter alternative Gab. Although Gab has experienced a surge of users following the big tech blacklisting of Alex Jones, as well as a wave of users from Kenya and Brazil following social media crackdowns related to those countries",0.2,0
"Oh, good!  Someone named Pankaj Mishra is here to tell me why my race isn’t worthy of looking after its own interests like everyone else is. https://www.nytimes.com/2018/08/30/opinion/race-po...",0.5,1
The West fighting hard to lower the sexual activity consent age. France wants it now at 15. https://youtu.be/LpC52s7UEno,0,0
A similar related event. He mocks them. http://www.breitbart.com/big-hollywood/2017/02/24/photos-street-artist-mocks-oscars-fake-posters-hollywood/,0,0
The Next Strike! ,0,0
"Some players in Thurs night NFL games protesting again during the National Anthem. Some knelt, held their fist in the air, or ran to the locker room. I think they shouldn't play the Anthem. This will solve all the protests. Any why should we play the Anthem. It's a game and I don't know why they have to play this.",0,0
"First it begins with consuming free market economic theory. Then you find yourself in the manosphere.  Then, without warning, you find yourself following the Alt-Right (the nationalist right). I'm glad I followed this continuum. This is an amazing journey.  I cannot wait to see what happens next.",0,0
Another lovely #erotic drawing by #Rebecca. I want to strip @SuziDreamer naked and lick her pussy like this. I'd tongue her #clit until her juices were flowing out over my face. #NSFW #DirtyDaydreams,0.5,1
i wish sarah sanders weren't fat. she's a sniper.,0.25,0
el Cifr gives his version of the Sermon on The Mount to an all negro audience. community organizing by Louis Cypher,0.5,1
America will be great again especially after all of these people who made it a nightmare die off!! Good riddance!,0.75,0
Naturopathic doctor forced to shut her clinic after wave of death threats and government regulator pressure… medical freedom is DEAD https://www.naturalnews.com/2018-08-26-naturopathi...  #Health #HealthFreedom #Healing,0,0
‪Former Polish PM: ‘Of Course Poles Took Part in Holocaust’ https://www.algemeiner.com/2018/02/07/former-polish-pm-of-course-poles-took-part-in-holocaust//‬,0,0
The Guardian had Bearing's video about Owen Jones and communism removed from YouTube. Find it here on @bitchute : #BritFam https://www.bitchute.com/video/ws2M2ywthgw/,0,0
"I've yet to see any proof of your assertion. Nor do I believe you give a shit about your fellow man. Your purpose is obvious, and it benefits only your narcissism.",0,0
August 28 2014 : 28 publications claiming 'Gamers are dead' August 16 2018 : 300+ publications claiming 'Conservatives are Mean' That's 10x the insult. I hope there's 10x the backlash.,0.25,0
Democratic US House candidate faces accusations of threatening GOP lawmaker in Facebook message https://www.theblaze.com/news/2018/09/26/democratic-us-house-candidate-faces-accusations-of-threatening-gop-lawmaker-in-facebook-message via @theblaze,0.4,1
"Last 4 hours of cook time. If you're not there to monitor, halve potatoes n carrots only (not cut up), should be fine. ",0,0
"If you're a right-winger, how could you not be excited at the prospect of a civil war split down ideological lines?",0.25,0
"News flash:  The Left is full of hypocrites! Gee, I never would've guessed... 😞 https://www.breitbart.com/big-journalism/2018/08/2...",0.25,0
"""agenda of the American empire for a long time...political and economic will in ...a take over the world type of agenda under the guise of goodwill, using MSM as an intelligence/brainwashing tool."" ",0,0
https://www.minds.com/blog/view/846882148932845568 - I wish I knew about this site earlier!  I wouldn't have wasted time with all the other useless ones.,0,0
@a  Bzzzzz...ZERO Heroes: Bees understand the concept of nothingness ,0,0
You got that right !,0,0
Kind of funny this guy claims to be a Progressive. He is making an argument that Hispanics are under Suspended for disruptive behavior. He's a retired Juvenile Hall Supervisor/Principal that ran for School Board in Fresno.  He wanted old timey discipline. #maga #gabfam @a @amy @microchip https://twitter.com/jxjarvix/status/81672007009309...,0.25,0
Now that's a cat who knows it's beer!!! ,0,0
"Hmmmmm who else does that call to mind? Yes, that would be Cardinal Law, from the Archdiocese of Boston. He got spirited out of Boston in the dead of night, to be given a plum assignment at St. Mary Major in Rome.",0,0
I think President Trump was right in extending sympathy to the family of John McCain and refusing to praise McCain for his 'heroism'. Any praise Trump could have given would come off for exactly what it was - a lie. Good for Trump! http://www.foxnews.com/politics/2018/08/27/trump-d...,0,0
Apparently the NYT forgot they they wrote an article saying that Trump might be the best president ever for the U.S. Amnesia is a horrible thing. https://www.nytimes.com/1984/04/08/magazine/the-ex...,0,0
"There were three categories of satellite camps: Aussenlager (external camp), Nebenlager (extension or sub-camp) or Arbeitslager (labor camp). Twenty-eight of these 40 satellite camps of Auschwitz were part of the German armaments industry. ",0,0
Drug Hybrids: LSD + Crack = ???????,0,0
It will 50% by 2020.,0,0
"How the fuck can a communist claim to be the champion of the working class when they have NEVER HELD A FUCKING JOB!!??? And no, being a community organizer doesn't make you a member of your stupid asshole proletariat.",0.4,1
What point are you trying to make?,0,0
Apple pulled the Q app from the App Store?  Does that mean it will disappear from my phone?  Does that mean Apple has reported me into the Cabal for having it? #QAnon @NeonRevolt,0,0
BREAKING! TECH COMPANIES MEET IN SECRET TO STEAL 2018 ELECTION    Left desperate to win midterms   https://www.infowars.com/breaking-tech-companies-m...,0.5,1
"I would be lying if I said 'I didn't see this coming' from Facebook,Twitter, Google,Youtube, Spotify, and the likes.I expected this to be something that they do, lockstep band together with the help of the  media(The Fourth Estate) to put an iron curtain over the internet,and rule it with a iron fist. Down with the Iron Curtain and the Fourth Estate!",0,0
"I want to change career to one that retires people on a good pension with a good retirement lump sum at an earlier age than I've already attained. I would therefore have to start already retired, on a good pension, and owed some back pension along with the lump sum.",0,0
I've been down-voting their entire hashtag and none of them stick. I go back after and the number is back to zero and the down arrow isn't highlighted. Been sending troll tweets and they don't post to the tag. Sounds like..... Twitter.,0,0
So many forget that the US is a republic. Take it a step further and one has to ask why voting isn't even mentioned in the constitution.,0,0
Make sure you're guaranteed a win ,0,0
"Yeah, lol! Maybe they'll send barry over there for a secret meeting and he'll quiet them down about it.",0,0
"If liberals cared about children being separated from parents, they would be cutting out taxes so mommy doesn't have to abandon Jr. at a daycare to keep the family fed while Daddy has to pay debt.",0.25,0
Thanks for the follow. I followed back. @ken1,0,0
"Escoffier: Our forefathers gave us a way to regain power from the federal government via article V of the Constitution. Please see the way to stop the feds via convention of states, and help spread the word!   https://conventionofstates.com",0,0
Read it and weep .... Rand Paul mocks the Republicans who said FISA wouldn’t be abused,0.25,0
"He’s terrible on the 1st, horrible on everything cyber related, he is strong on the 2nd. He’s definitely the cucks guy. He was in the bush White House and old GW was calling senators on his behalf to get him confirmed. ",0,0
Put an end to #ChainMigration now! ,0.25,0
"Do you have any previous articles where you explain what you mean when you use terms like Far Right, Alt-Right, Nazi, White Supremacist etc? ",0,0
Ever taste that crap?  My ex had me drink that shit and I nearly puked.  I'll stick to diet coke thank you!,0,0
Back on Gab and see there's like a brazilian new members. Way to go @a!,0,0
I will fight all of you to the death if you argue the Flat Earth in front of this Ethot.,0,0
Only Rush Limbaugh ever talks about the damage immigration is doing to America. Why I listen to Rush over others. Only Rush speaks the truth about Islam. Why he is more valuable than the Statue of Liberty,0,0
hubba hubba 😍 “Nope” Officer has hilarious reaction to call about 10-foot snake https://www.leoaffairs.com/nope-officer-has-hilari...,0,0
wawau  you hit the nail on the head... ,0,0
Here's Why Ditching Facebook Is Becoming a Thing Among Conservatives | PoliZette http://bit.ly/2LH5Cej #Socialmedia #Conservatives,0,0
I don’t know how I feel about Gab anymore so that’s why I haven’t been posting here as much. Is it really free speech or is it cucked now?,0,0
Great interview w. Trump. https://youtu.be/UmPcmh8hnY4,0,0
@MurdochMurdoch could you pass this on to Dr. Murdoch? I believe it will help with his.... 'scientific research',0,0
I have been banned off Twitter 4 times. I have served 3 - 30 Day Facebook bans. Big Tech censorship is real and soon they will just remove us!!! @RealAlexJones is not kidding ... fight now before they take us all down.,0,0
"This site is about FREE SPEECH period!  Why do you come here and want people you don't agree with censored?  Gab is what YOU make it. You follow noone, yet spout off about the people here being *trash*  Maybe you can't handle #SpeakFreely as much as you thought",0.25,0
